UserID,Age(bin),YearsExp(bin),Trans_Domain,Trans_Gender,Trans_University,Trans_UOC_Position,Trans_PhD,Trans_Other_Position,Trans_Use_wiki,Easy for stu to develop new skills,Improves stu's learning,Useful for teaching 2,user friendly,easy to find info,easy to add or edit info,stimulates curiosity,entertaining,reliable,Info updated,comprehensice,lower quality 2,trust in editing system,improves visibility of stu's work,easy to have records,cite wiki,well considered among colleagues,sharing open edu resource is appreciated,colleagues use wiki,important to share in open platform,important to publish other than book,important to be familiar with open platform,use wiki to develop teaching material,use wiki develop edu activities with stu,recommend stu to use wiki,recommend colleague,agree stu use wiki,contribute to blogs,actively participate in social networks 2,publish academic content in open platform 2,promotes use of open collavorative environment,consider as teaching merits,future recommend to stu and colleague,future will use in teaching,Inc1-best parctices guide,Inc2-instruction form a colleague,Inc3-specific training 2,Inc4-greater institutional recognition 2,Exp1-consult academic in own area,Exp2-consult other academic issues 2,Exp3-consult personal issues,Exp4-contribute to wiki 2,Exp5-use wiki to work with stu 2
U81,30~40,10~20,Unknown,Female,UOC,Assistant,PhD,Unknown,No,Low,Mid,Low,High,High,Low,Mid,Low,High,Mid,Mid,High,Mid,Mid,Low,Low,Low,Low,Low,High,High,High,Low,Low,Low,Low,Mid,High,High,Mid,Mid,Low,Low,Mid,Low,High,High,High,Low,Mid,Mid,Low,Low
U82,30~40,10~20,Arts & Humanities,Female,UOC,Assistant,PhD,Unknown,No,Mid,High,Mid,High,N/A,Low,High,High,High,High,Mid,Mid,Mid,Mid,Low,Low,Low,Mid,Mid,High,High,High,Mid,Low,Mid,Mid,Mid,Mid,Low,Low,Mid,Low,Mid,Mid,High,High,High,High,High,High,Low,Low,Mid
U83,40~50,10~20,Unknown,Female,UOC,Associate,Non-PhD,Unknown,No,Mid,Low,Low,High,High,Mid,High,High,Mid,Mid,High,Low,Mid,Mid,Mid,Low,Low,High,Mid,High,High,High,Low,Low,Low,Low,Mid,Low,Low,Low,High,Mid,Mid,Mid,Mid,High,Mid,High,Low,Mid,High,Low,High
U84,40~50,0~10,Unknown,Female,UOC,Lecturer,Non-PhD,Unknown,No,Low,Low,Low,High,Mid,High,High,High,Low,Mid,Low,Low,Low,Low,High,Low,Low,High,Low,High,High,High,Low,Low,Low,Low,Low,Low,Mid,Mid,High,High,Mid,Mid,High,High,High,High,Low,Low,Low,Low,High
U85,40~50,10~20,Engineering & Architecture,Female,UOC,Assistant,PhD,Unknown,No,Mid,Mid,Mid,High,High,Mid,High,Mid,Mid,High,Mid,Mid,Mid,Low,Mid,Low,Low,High,Mid,High,Mid,High,Mid,Low,Mid,Low,Mid,Low,Low,Mid,High,Low,High,High,High,High,High,High,High,Mid,High,Low,Mid
U86,30~40,10~20,Unknown,Female,UOC,Assistant,PhD,Unknown,No,Mid,Mid,Mid,High,High,High,High,High,Mid,Mid,Mid,Low,High,High,Mid,Low,Low,Mid,Low,High,High,High,Low,Low,Mid,Mid,High,Mid,Mid,Mid,High,Mid,High,High,High,High,Mid,Mid,High,High,High,Low,High
U87,40~50,10~20,Arts & Humanities,Female,UOC,Associate,PhD,Unknown,No,Mid,Mid,Mid,High,High,Low,High,Mid,Mid,Mid,Mid,High,Low,Low,High,Low,Mid,Mid,Mid,High,High,High,Mid,Mid,High,Low,Mid,Low,Low,Low,Mid,Low,Low,High,High,Low,Low,High,High,High,High,Low,Mid
U88,30~40,0~10,Unknown,Female,UOC,Associate,PhD,Unknown,No,Low,Low,Mid,High,High,High,Mid,Mid,High,High,High,Mid,High,Mid,Mid,Low,Mid,High,High,High,High,High,Mid,Low,High,High,High,Mid,Low,Mid,High,High,High,High,Mid,Mid,Mid,Mid,High,High,High,Low,Low
U89,30~40,0~10,Unknown,Female,UOC,Associate,PhD,Unknown,Yes,High,Mid,Mid,High,High,High,High,High,High,High,High,High,Mid,Low,High,Low,Low,Low,High,High,High,High,Low,Low,Mid,Mid,High,Low,High,Low,High,Low,Mid,Mid,Low,High,Low,Low,Mid,Mid,High,Low,High
U90,40~50,10~20,Engineering & Architecture,Female,UOC,Associate,PhD,Unknown,No,Low,Low,Low,High,High,High,Mid,N/A,Mid,Mid,Mid,High,Mid,Low,Low,Low,Mid,High,High,High,High,High,Low,Low,Low,Low,High,Low,Mid,Low,High,Low,Mid,Mid,Mid,Mid,Mid,Mid,Low,High,High,Low,Low
U91,40~50,10~20,Engineering & Architecture,Female,UOC,Assistant,PhD,Unknown,Yes,High,High,High,High,Mid,Mid,High,High,High,High,High,Mid,High,High,High,Mid,High,High,Mid,High,High,High,High,High,High,High,High,Low,Low,Low,High,High,High,High,High,High,High,High,High,High,Mid,Mid,High
U92,40~50,20~30,Unknown,Female,UOC,Associate,PhD,Unknown,No,Mid,Mid,Mid,High,High,Mid,Mid,Mid,High,High,Low,Low,Mid,Mid,Mid,Low,Low,Low,High,High,High,High,Mid,Low,Mid,Mid,Low,Low,Low,Low,High,Mid,Mid,Mid,High,High,High,High,High,High,High,Low,Low
U93,30~40,10~20,Unknown,Female,UOC,Assistant,PhD,Unknown,No,Low,Mid,Mid,High,Mid,N/A,Mid,High,Mid,Mid,Low,N/A,Mid,Low,N/A,Low,Low,High,High,Mid,Mid,High,Low,Low,Low,Low,Low,Low,Low,Low,High,Mid,Low,Low,N/A,N/A,Mid,Low,Mid,Mid,Mid,Low,Low
U94,40~50,20~30,Health Sciences,Female,UOC,Associate,PhD,Unknown,No,High,Mid,Mid,Mid,High,Mid,Mid,Low,High,High,Low,Mid,High,High,Mid,Low,Low,High,High,Low,Low,Low,Low,Mid,Low,Low,High,Low,Low,Low,High,High,Mid,Low,High,High,High,High,Low,High,High,Low,High
U95,30~40,10~20,Unknown,Female,UOC,Associate,PhD,Unknown,No,High,High,High,Low,High,Mid,Mid,High,Mid,High,Mid,Mid,High,High,High,Mid,Mid,Mid,High,High,High,High,High,High,High,High,High,Low,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,High
U96,30~40,0~10,Unknown,Female,UOC,Assistant,Non-PhD,Unknown,No,Mid,Mid,High,High,High,N/A,High,High,High,High,High,Mid,High,N/A,N/A,Low,N/A,High,N/A,High,High,High,Low,Low,Low,Low,Mid,Low,Low,Low,High,High,Mid,Mid,High,High,High,High,High,High,High,Low,Low
U97,40~50,10~20,Unknown,Female,UOC,Associate,PhD,Unknown,No,Low,Low,Mid,High,Mid,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,Low,Low,High,Mid,Low,N/A,Low,Low,Low,Low,Low,Low,High,Mid,Mid,Low,Low,Low,Low,Low,High,High,Mid,Low,Mid
U98,40~50,10~20,Unknown,Female,UOC,Associate,PhD,Unknown,No,High,Mid,High,High,High,Low,High,Mid,Low,Mid,Low,High,Mid,Low,Low,Low,Low,Low,Low,High,High,High,Low,Low,Low,Low,Mid,Low,Low,Low,Mid,Mid,Low,Low,High,High,High,Low,Low,High,High,Low,Mid
U99,50~60,0~10,Arts & Humanities,Female,UOC,Associate,PhD,Unknown,Yes,High,High,High,High,High,High,Mid,Mid,Mid,Mid,Mid,Low,Mid,High,Mid,Low,Mid,Low,Mid,High,High,High,High,Low,High,Low,High,Low,Low,Low,High,High,High,High,High,High,High,High,High,High,High,Mid,High
U100,40~50,10~20,Law & Politics,Female,UOC,Lecturer,Non-PhD,Unknown,No,Low,Low,Mid,High,High,Mid,Mid,Mid,Mid,Mid,Low,Mid,Mid,Mid,Mid,Low,Low,Low,Low,Mid,Mid,Mid,Low,Low,Low,Low,Low,N/A,Low,Low,High,High,Low,Low,High,High,High,High,Low,Mid,Mid,Low,Mid
U101,40~50,10~20,Arts & Humanities,Female,UOC,Associate,PhD,Unknown,No,Low,Low,Mid,High,High,High,High,High,High,Mid,Mid,High,High,High,N/A,Low,Low,Low,Mid,High,High,High,Low,Low,Low,Low,High,Low,Mid,Mid,High,Low,Mid,Mid,High,High,High,High,Low,High,High,Low,Low
U102,30~40,0~10,Unknown,Female,UOC,Associate,PhD,Unknown,No,High,Mid,Mid,Mid,High,High,Mid,High,High,High,Mid,Mid,Mid,High,High,High,High,High,High,High,High,High,Mid,Low,Mid,Mid,High,Mid,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,High
U103,30~40,10~20,Unknown,Female,UOC,Lecturer,Non-PhD,Unknown,No,Low,Low,Low,High,Mid,Mid,N/A,Mid,Low,Low,Mid,High,Low,Low,Mid,Low,Low,High,Low,High,High,Low,Low,Low,Low,Low,Low,Low,Low,High,Mid,Mid,Low,Low,High,High,High,High,Low,Low,Low,Low,Low
U104,30~40,0~10,Law & Politics,Female,UOC,Lecturer,Non-PhD,Unknown,No,Low,Mid,Mid,High,High,Mid,High,High,Mid,Mid,Mid,Low,Low,Mid,Mid,Low,Low,Low,Low,Mid,Mid,Mid,Low,Low,Low,Low,Low,Low,Low,Low,High,Mid,Mid,Low,High,High,High,High,Low,High,High,Low,Low
U105,40~50,,Arts & Humanities,Female,UOC,Associate,PhD,Unknown,No,Low,Low,Low,High,High,Mid,Low,Low,Low,Low,Low,High,Low,Low,Mid,Low,Low,Mid,Low,High,High,High,Low,Low,Low,Low,Mid,Mid,Mid,Low,High,Mid,Low,Low,High,Low,Low,Low,Low,Mid,Low,Low,High
U106,30~40,0~10,Unknown,Female,UOC,Assistant,Non-PhD,Unknown,No,Mid,Low,Low,High,High,Mid,High,High,Mid,High,Mid,High,Low,Mid,High,Low,Low,High,Low,High,High,High,Low,Low,Low,Low,Mid,Low,Low,Low,High,Mid,Low,Mid,High,High,High,Mid,Mid,Mid,High,Low,Low
U107,40~50,10~20,Law & Politics,Female,UOC,Associate,PhD,Unknown,No,Low,Mid,Mid,High,High,Low,High,Mid,Mid,Mid,Mid,High,High,High,Mid,Low,Low,High,Low,High,High,High,Low,Mid,Low,Low,Low,Low,Low,Mid,High,Low,Low,Mid,High,Low,Low,High,Low,High,Mid,Low,Low
U108,40~50,10~20,Arts & Humanities,Female,UOC,Associate,PhD,Unknown,No,Mid,Mid,High,High,High,Mid,Mid,High,Mid,Mid,Mid,High,Mid,Mid,High,Low,Low,Low,Low,High,High,High,Low,Low,Mid,Low,Mid,High,High,Mid,High,High,High,High,High,High,High,High,High,High,Low,Low,Mid
U109,30~40,,Unknown,Female,UOC,Assistant,PhD,Unknown,Yes,Mid,Mid,Mid,Low,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Low,Low,Low,Low,Mid,Mid,Mid,Mid,Mid,Mid,Low,Low,High,Mid,High,Mid,Low,Mid,Mid,Low,Mid
U110,30~40,0~10,Health Sciences,Female,UOC,Assistant,PhD,Unknown,No,Mid,Mid,Mid,High,High,Mid,Mid,High,Mid,Mid,Mid,High,High,High,High,Low,Low,Mid,Low,High,High,High,Low,Mid,Low,Low,Mid,Mid,Mid,Mid,High,Low,Low,Mid,Mid,Low,Low,High,Mid,High,High,Low,High
U111,20~30,0~10,Engineering & Architecture,Female,UOC,Lecturer,Non-PhD,Unknown,No,Mid,Mid,Low,High,Mid,High,High,High,Mid,High,Mid,High,High,Mid,High,Low,Mid,High,Low,High,High,High,Low,Low,Low,Low,Mid,Mid,High,High,High,High,Mid,Mid,High,High,Mid,Mid,Low,High,High,Low,High
U112,30~40,0~10,Arts & Humanities,Female,UOC,Assistant,PhD,Unknown,No,Mid,Mid,Mid,High,High,Mid,High,High,High,High,High,Mid,High,High,Mid,Low,Low,Low,Low,High,High,High,Mid,Low,Mid,Mid,High,Mid,Mid,Mid,Mid,Mid,High,High,High,High,High,Mid,High,High,High,Low,Low
U113,30~40,0~10,Unknown,Female,UOC,Assistant,Non-PhD,Unknown,No,Mid,Mid,Mid,High,High,Mid,High,High,Mid,High,High,Mid,Mid,High,Mid,Low,Low,High,Mid,High,High,High,Low,Low,Low,Low,Mid,Low,High,High,High,High,Mid,Mid,High,High,High,High,Low,High,High,Low,Low
U114,30~40,,Arts & Humanities,Female,UOC,Associate,PhD,Unknown,No,Low,Low,Mid,High,High,High,High,Mid,Mid,Mid,Low,Low,Low,Mid,Mid,Low,Low,Mid,Low,Mid,Mid,Mid,Low,Low,Low,Low,Low,Low,Low,Low,High,High,Low,Low,Mid,Mid,Mid,Low,Low,Low,Mid,Low,High
U115,30~40,10~20,Unknown,Female,UOC,Assistant,PhD,Unknown,No,Mid,Mid,Low,High,High,Low,High,High,Mid,High,Mid,Low,Low,Mid,Low,Low,High,High,High,High,High,High,Low,Low,Mid,Low,High,Low,High,Low,High,Low,Low,Low,High,High,High,High,Mid,Mid,Mid,Low,Low
U116,40~50,10~20,Unknown,Female,UOC,Assistant,PhD,Unknown,No,High,High,High,High,Mid,High,High,High,Mid,Mid,Mid,Mid,High,High,High,Low,Mid,Low,Low,High,High,High,Low,Low,Low,Low,High,Low,Low,Low,High,High,High,Mid,Low,High,Low,High,Mid,High,Low,Low,High
U117,30~40,0~10,Arts & Humanities,Female,UOC,Lecturer,Non-PhD,Unknown,No,High,High,High,High,High,High,High,High,High,High,High,Low,High,High,High,High,Low,Low,High,High,High,High,High,Low,High,High,High,High,Low,High,High,Low,High,High,Mid,High,Mid,High,High,High,High,Low,Low
U118,40~50,0~10,Arts & Humanities,Female,UOC,Lecturer,Non-PhD,Unknown,No,Low,Low,Low,High,Low,N/A,High,Mid,Low,Low,Low,High,Low,Low,N/A,Low,Low,Mid,Mid,Mid,Mid,High,Low,Low,Low,Low,Low,Low,Low,Mid,High,High,Low,Low,Low,Mid,Low,Low,Low,Low,High,Low,Low
U119,30~40,0~10,Arts & Humanities,Female,UOC,Lecturer,Non-PhD,Unknown,No,High,Mid,Mid,High,High,High,High,High,Mid,Mid,Mid,High,High,High,High,Low,High,High,High,High,High,High,Mid,Mid,Mid,Mid,High,Mid,Mid,Mid,High,High,High,High,High,High,High,High,Low,Mid,Mid,Low,Mid
U120,30~40,0~10,Arts & Humanities,Female,UOC,Assistant,PhD,Unknown,No,High,High,High,High,High,N/A,High,High,High,High,High,Low,High,High,High,High,Mid,Mid,High,High,High,High,High,Low,High,Low,High,Low,Mid,Low,High,Mid,High,High,High,High,High,High,High,High,High,Low,Low
U121,30~40,0~10,Arts & Humanities,Female,UOC,Assistant,PhD,Unknown,Yes,High,High,High,Mid,High,Mid,High,High,High,High,Mid,Mid,High,High,High,Mid,High,High,Mid,High,High,High,Low,Low,Mid,Mid,High,Low,Mid,High,High,High,Mid,Mid,High,High,High,Mid,High,High,High,Low,Mid
U122,30~40,0~10,Unknown,Female,UOC,Lecturer,Non-PhD,Unknown,No,Mid,Mid,Low,High,High,High,High,Mid,Low,Low,Low,High,Low,Mid,Mid,Low,Low,High,Low,High,Mid,High,Low,Low,Low,Low,Low,Low,Mid,Low,High,Mid,Mid,Low,Mid,Mid,Mid,Low,Low,Low,High,Low,Low
U123,20~30,0~10,Law & Politics,Female,UOC,Lecturer,Non-PhD,Unknown,No,Mid,Mid,High,Mid,Mid,Mid,High,High,Mid,Mid,Mid,High,High,Mid,Mid,Low,High,High,High,High,High,High,Low,Mid,Mid,Mid,High,Mid,Mid,Low,High,Mid,Mid,Mid,High,High,High,Mid,High,High,High,Low,Low
U124,50~60,10~20,Unknown,Female,UOC,Professor,PhD,Unknown,Yes,High,High,High,High,High,High,High,High,High,Mid,Mid,Low,Mid,High,Low,Mid,N/A,N/A,N/A,N/A,N/A,N/A,Mid,High,High,High,N/A,Mid,Mid,Mid,Mid,Mid,High,High,High,Low,Low,High,High,High,High,Mid,Mid
U125,40~50,0~10,Unknown,Female,UOC,Assistant,PhD,Unknown,No,High,Low,Low,High,High,High,Low,Mid,Low,Mid,Mid,Mid,Low,High,Low,Low,Low,Low,Low,High,High,High,Low,Low,Low,Low,Low,Mid,Mid,Mid,High,Mid,Low,Low,Mid,Mid,Low,High,Low,Low,Low,Low,Mid
U126,40~50,10~20,Unknown,Female,UOC,Assistant,PhD,Unknown,No,Mid,Mid,Mid,High,High,High,Mid,High,Mid,Mid,High,Mid,Mid,High,High,Mid,Mid,High,Mid,High,High,High,Mid,Mid,Mid,Mid,High,Mid,Mid,Mid,High,High,Mid,Mid,High,High,Mid,Mid,Mid,High,Mid,Mid,High
U127,40~50,10~20,Unknown,Female,UOC,Associate,PhD,Unknown,No,Mid,Low,High,High,High,Mid,High,High,High,High,High,Mid,High,Mid,Low,High,Mid,High,High,High,High,High,High,Low,High,Mid,High,Mid,High,High,High,High,High,High,High,High,High,N/A,High,High,High,Low,High
U128,40~50,10~20,Unknown,Female,UOC,Associate,PhD,Unknown,No,Low,High,Low,High,High,Mid,Low,Low,Mid,Mid,Mid,High,High,Mid,Low,Low,Low,Low,Low,High,High,High,Low,Low,Low,Low,Low,Low,High,High,High,Low,Mid,Mid,High,Mid,Mid,High,Low,Mid,High,Low,Low
U129,50~60,20~30,Arts & Humanities,Female,UOC,Associate,PhD,Unknown,No,High,Mid,Mid,Mid,High,Low,High,High,Mid,High,Low,Mid,Mid,N/A,N/A,Low,Low,Low,N/A,High,High,High,Low,Low,Low,N/A,Mid,Mid,Mid,Low,High,Mid,Mid,Mid,High,High,High,High,High,High,High,Low,Mid
U130,40~50,10~20,Law & Politics,Female,UOC,Professor,PhD,Unknown,No,Low,Low,Mid,High,High,High,High,High,High,High,Mid,Low,Mid,Low,Low,High,Low,Mid,Low,High,High,High,Low,Low,Low,Mid,High,Low,Low,High,High,High,Mid,Mid,High,Low,Low,Mid,Mid,High,High,Low,Low
U131,30~40,10~20,Unknown,Female,UOC,Assistant,PhD,Unknown,No,Mid,Mid,High,High,High,High,High,High,High,High,Mid,Mid,High,High,High,Low,Mid,High,Mid,High,High,High,Mid,Low,Mid,Mid,Mid,Low,High,Mid,High,Mid,Mid,Mid,High,High,High,Low,High,High,High,Low,High
U132,40~50,20~30,Unknown,Female,UOC,Associate,PhD,Unknown,No,Low,Low,High,High,High,Mid,Low,Mid,Mid,Mid,Mid,Low,Mid,Mid,High,Low,Mid,Mid,Mid,High,High,High,Mid,Mid,Low,Low,High,Low,Mid,High,High,High,Low,Mid,High,Mid,Low,High,High,High,Low,Low,High
U133,30~40,10~20,Unknown,Female,UOC,Assistant,PhD,Unknown,No,High,High,High,High,High,High,High,High,Mid,Mid,Mid,Mid,Mid,Mid,Low,Low,Low,High,High,High,High,High,Low,Low,Mid,Mid,High,Low,High,Mid,Mid,Low,Mid,Low,Low,Mid,Low,High,Low,High,High,Low,High
U134,40~50,10~20,Unknown,Female,UOC,Assistant,Non-PhD,Unknown,No,Low,Mid,Mid,High,High,Low,High,High,Mid,Mid,Low,Low,Mid,Low,Low,Low,Low,Mid,Low,High,High,High,Low,Low,Low,Low,Mid,Mid,Low,Mid,Mid,Mid,Low,Low,Low,Low,Low,Low,Low,Mid,Mid,Low,Low
U135,40~50,10~20,Unknown,Female,UOC,Assistant,PhD,Unknown,Yes,High,High,High,High,High,High,Mid,Mid,Mid,Mid,Mid,High,High,Mid,Mid,Low,Mid,Mid,Low,High,High,High,Low,Low,Low,Low,Mid,Mid,Mid,High,Mid,Low,High,High,High,High,High,High,High,Mid,Low,Low,High
U136,50~60,20~30,Arts & Humanities,Female,UOC,Associate,PhD,Unknown,No,Low,Low,Low,High,High,High,Mid,Low,Mid,Mid,Low,Mid,Low,Low,Mid,Low,Low,Low,Mid,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Mid,Mid,Low,Low,High,High,High,High,Low,Mid,High,Low,Low
U137,40~50,0~10,Law & Politics,Female,UOC,Associate,PhD,Unknown,No,N/A,N/A,N/A,N/A,N/A,N/A,High,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Low,Mid,Mid,N/A,High,Mid,High,Low,Low,Low,Low,N/A,Low,Low,Low,High,Mid,N/A,N/A,High,High,High,N/A,Low,Low,Low,Low,Low
U138,50~60,20~30,Unknown,Female,UOC,Associate,PhD,Unknown,No,High,Low,High,High,Mid,Mid,Low,High,Low,Mid,Low,Low,Low,Mid,Mid,Mid,Mid,High,High,High,High,High,Low,Low,Mid,Mid,High,Low,Low,Low,High,Mid,Mid,Mid,High,High,High,High,Low,Mid,High,Low,Low
U139,40~50,20~30,Unknown,Female,UOC,Associate,PhD,Unknown,No,Low,Low,Mid,Low,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid
U140,40~50,10~20,Unknown,Female,UOC,Assistant,Non-PhD,Unknown,No,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,High,High,High,Mid,Mid,Mid,Mid,Mid,High,High,High,High,High,High,Low,Mid,High,High,High,Low,Low,Low,High,High,High,High,High,High,High,Mid,High,High,High,Low,Mid
U141,40~50,10~20,Law & Politics,Female,UOC,Assistant,Non-PhD,Unknown,No,Mid,Mid,Mid,High,High,High,High,High,Mid,Mid,Low,High,Mid,High,High,Low,Low,High,Mid,High,High,High,Low,Low,Low,Low,Mid,Low,Low,High,High,Mid,Mid,Mid,High,Mid,Mid,Mid,Mid,High,Mid,Low,High
U142,40~50,0~10,Arts & Humanities,Male,UOC,Adjunct,Non-PhD,Associate,No,High,High,High,High,High,High,High,High,High,High,High,High,High,Mid,N/A,High,Low,Mid,High,High,High,High,High,Low,High,High,High,High,High,High,N/A,N/A,High,High,High,High,High,High,High,High,High,Low,Mid
U143,40~50,0~10,Health Sciences,Male,UOC,Adjunct,Non-PhD,Associate,No,Low,Low,Low,High,Mid,Mid,Mid,Mid,Low,Low,Low,Low,Low,Low,Low,Low,Low,Mid,Low,Mid,Mid,Mid,Low,Low,Low,Low,Low,Low,Low,Low,Mid,Mid,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
U144,50~60,10~20,Unknown,Male,UOC,Adjunct,Non-PhD,Associate,No,High,High,High,High,High,High,High,High,Mid,Mid,Mid,Mid,Mid,High,High,High,Low,Low,Low,High,High,High,High,High,High,High,High,Low,Mid,Mid,High,High,High,High,High,High,High,High,High,High,High,Low,High
U145,40~50,0~10,Unknown,Male,UOC,Adjunct,Non-PhD,Associate,No,High,Mid,High,Mid,High,Mid,High,N/A,Low,Low,Low,High,Mid,High,Mid,Mid,Mid,Mid,N/A,High,High,High,Low,Low,Mid,Mid,High,Mid,High,Mid,High,High,Mid,N/A,High,Mid,Mid,Mid,Mid,Mid,High,Low,Mid
U146,50~60,0~10,Unknown,Male,UOC,Adjunct,Non-PhD,Associate,Yes,Low,Low,Low,Low,Low,Low,Low,Low,Mid,Mid,Mid,Mid,Low,Low,Mid,Mid,Low,Low,Mid,Low,Low,Low,Low,Mid,Low,Mid,Low,Low,Low,Low,Low,Low,Mid,Mid,Low,Mid,High,Low,Low,Low,Low,Low,Low
U147,40~50,10~20,Engineering & Architecture,Male,UOC,Adjunct,Non-PhD,Associate,No,High,High,High,High,High,High,High,High,Mid,Mid,Mid,Mid,Mid,Mid,N/A,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Low,Mid,Low,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid
U148,40~50,0~10,Law & Politics,Male,UOC,Adjunct,Non-PhD,Associate,No,Mid,Mid,Low,High,High,High,High,High,Low,Low,Low,Low,Low,High,Mid,Low,Low,Low,Low,Mid,Mid,High,Low,Low,Low,Low,Low,Low,Low,N/A,High,High,Mid,Mid,Low,Low,Low,Low,Low,Low,Low,Low,Mid
U149,40~50,0~10,Unknown,Male,UOC,Adjunct,Non-PhD,Professor,No,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Mid,High,High,High,High,High,High,High,Mid,High,High,High,High,Mid,Mid,High,High,Mid,High,High,High,High,High,High,High,High,High,Low,High
U150,30~40,10~20,Unknown,Male,UOC,Adjunct,Non-PhD,Professor,No,Mid,Low,Low,High,High,Low,Low,Mid,Mid,Mid,Mid,Mid,Low,Low,Mid,Low,Low,High,Low,High,High,Mid,Low,Low,Low,Low,Mid,Low,Low,Low,Low,Low,Low,Mid,High,High,Mid,High,Low,Mid,High,Low,Low
U151,50~60,0~10,Arts & Humanities,Male,UOC,Adjunct,PhD,Associate,No,High,High,High,High,High,Mid,Mid,High,High,High,Mid,High,Mid,High,Mid,Low,Mid,High,Mid,High,High,High,Low,Low,Low,Low,High,High,Low,Low,High,High,Mid,Mid,Low,High,Low,Mid,Low,High,Low,Low,High
U152,40~50,0~10,Arts & Humanities,Male,UOC,Adjunct,Non-PhD,Associate,No,High,High,High,High,High,Mid,High,Low,Mid,Mid,Low,Low,Mid,Mid,Mid,Mid,Low,Low,Low,High,High,N/A,Mid,Mid,High,Mid,Mid,Low,Mid,Low,Low,Low,Mid,High,High,High,High,High,High,High,High,Low,High
U153,40~50,0~10,Sciences,Male,UOC,Adjunct,Non-PhD,Associate,No,High,High,Mid,High,High,Mid,High,High,Mid,High,High,Mid,Mid,Mid,Mid,Mid,High,High,High,High,High,High,Low,Low,Mid,High,High,Low,High,Low,High,High,High,High,High,High,High,High,Mid,High,High,Low,Low
U154,30~40,0~10,Engineering & Architecture,Male,UOC,Adjunct,Non-PhD,Associate,No,High,Mid,High,High,High,Mid,High,High,Mid,High,High,High,High,Mid,Mid,Low,Mid,Low,Mid,High,High,Mid,Low,Low,Low,Low,Mid,Low,High,Mid,High,High,Low,Low,High,Mid,High,High,High,High,High,Low,Low
U155,30~40,10~20,Sciences,Male,UOC,Adjunct,Non-PhD,Associate,No,High,High,High,High,High,High,Mid,High,High,High,High,Low,High,Mid,High,High,High,High,High,High,High,High,Mid,Mid,High,High,High,Low,Mid,Low,High,Mid,High,High,High,High,Mid,High,High,High,High,Low,Mid
U156,50~60,0~10,Engineering & Architecture,Male,UOC,Adjunct,Non-PhD,Associate,No,Mid,High,High,High,High,Mid,High,High,High,High,High,Mid,Mid,Mid,Mid,Mid,Mid,High,High,High,High,High,Mid,Low,High,High,High,Low,Low,Low,High,Mid,High,High,High,High,High,Mid,High,High,High,Low,Mid
U157,50~60,0~10,Engineering & Architecture,Male,UOC,Adjunct,Non-PhD,Associate,No,Mid,High,High,Mid,Mid,Low,High,High,Mid,Mid,Low,Mid,Low,Mid,Mid,Low,Low,Mid,Mid,High,High,High,Low,Low,Low,Low,High,Low,Low,Low,High,Mid,Low,Mid,Low,Low,Low,Low,Low,High,High,Low,Mid
U158,40~50,10~20,Unknown,Male,UOC,Adjunct,Non-PhD,Professor,Yes,High,High,High,High,High,High,High,N/A,High,High,N/A,Low,High,High,Low,High,High,Mid,Mid,High,High,High,Mid,Mid,High,High,High,Mid,High,Mid,Low,Low,High,High,High,Mid,High,High,Mid,High,High,Mid,High
U159,50~60,0~10,Arts & Humanities,Male,UOC,Adjunct,Non-PhD,Associate,No,Mid,Low,Mid,High,Mid,N/A,Low,Mid,High,Mid,Low,Low,N/A,N/A,Mid,Mid,Low,Mid,Low,High,High,High,Low,Low,Low,Low,High,High,High,High,High,High,Mid,Low,Mid,Mid,Mid,Mid,Low,Low,Low,Low,High
U160,40~50,10~20,Engineering & Architecture,Male,UOC,Adjunct,Non-PhD,Associate,No,Mid,Mid,Mid,High,High,Mid,High,High,Mid,High,High,High,High,Mid,High,Low,Mid,Mid,High,High,High,High,Low,Mid,Mid,Mid,High,Mid,Low,Low,Mid,Mid,Mid,Mid,Mid,Mid,High,Mid,Mid,High,High,Low,High
